dataid	datatype	class	total	tp	fp	tpr	fpr	falsediscoveryrate	tn	fn	tnr	fnr	falseomissionrate	precision	recall	accuracy	balancedaccuracy	f1	plr	nlr	dor	discarded	pdiscarded	cdiscarded	ptype
T1	all	Coronaviridae	102076	101657	65	0.998909283861332	0.000108290919389906	0.000638996480603999	600170	111	0.99989170908061	0.00109071613866834	0.000184913398891519	0.999361003519396	0.998909283861332	0.999749288820703	0.999400496470971	0.999135092633545	9224.31252305394	0.00109083426611392	8456199.81843382	308	48	42	Double
T1	mm	Coronaviridae	22503	22328	23	0.995053255492669	0.00017410261456709	0.00102903673213726	132083	111	0.999825897385433	0.00494674450733099	0.000839675023072152	0.998970963267863	0.995053255492669	0.99913293862629	0.997439576439051	0.997008260772494	5715.32632043976	0.00494760589845375	1155170.08382295	64	48	42	Double
T1	equal	Coronaviridae	79573	79329	42	1	8.97188595451254e-05	0.000529160524624863	468087	0	0.999910281140455	0	0	0.999470839475375	1	0.999923281786	0.999955140570227	0.999735349716446	11145.9285714286	0	Inf	244	0	0	Double
T1	all	Coronaviridae	102076	101698	246	0.999312160993633	0.000409839479537181	0.00241308953935494	599989	70	0.999590160520463	0.000687839006367424	0.000116655195572435	0.997586910460645	0.999312160993633	0.999549859473535	0.999451160757048	0.998448790449262	2438.30136160168	0.000688121025530386	3543419.35667828	308	48	0	Single
T1	mm	Coronaviridae	22503	22369	99	0.996880431391773	0.000749398210527909	0.00440626669040413	132007	70	0.999250601789472	0.00311956860822675	0.000529993867213822	0.995593733309596	0.996880431391773	0.998906467371963	0.998065516590623	0.996236666889349	1330.24127544891	0.00312190816061575	426098.785425685	64	48	0	Single
T1	equal	Coronaviridae	79573	79329	147	1	0.000314016008407939	0.0018496149781066	467982	0	0.999685983991592	0	0	0.998150385021893	1	0.999731486251	0.999842991995796	0.999074336450364	3184.55102040816	0	Inf	244	0	0	Single
T1	all	Human	100209	100178	99587	0.999690646548713	0.165483537556041	0.498520761895227	502207	31	0.834516462443959	0.000309353451286811	6.17237246086517e-05	0.501479238104773	0.999690646548713	0.85809462352725	0.917103554496336	0.667911218972311	6.0410277741988	0.000370697841455206	16296.3662007964	0	27	4	Double
T1	mm	Human	22132	22124	21991	0.999638532441713	0.166078859326501	0.49849257622124	110422	8	0.833921140673499	0.000361467558286644	7.24440822240333e-05	0.50150742377876	0.999638532441713	0.857653110744443	0.916779836557606	0.667924585264238	6.01905947870513	0.00043345532407862	13886.2280478378	0	7	1	Double
T1	equal	Human	78077	78054	77596	0.999705419009439	0.165315596498367	0.498528750401542	391785	23	0.834684403501633	0.0002945809905606	5.87022214962431e-05	0.501471249598458	0.999705419009439	0.858219260655612	0.917194911255536	0.667907430463746	6.04725410175872	0.000352924996950688	17134.6721088268	0	20	3	Double
T1	all	Human	100209	100178	99587	0.999690646548713	0.165483537556041	0.498520761895227	502207	31	0.834516462443959	0.000309353451286811	6.17237246086517e-05	0.501479238104773	0.999690646548713	0.85809462352725	0.917103554496336	0.667911218972311	6.0410277741988	0.000370697841455206	16296.3662007964	0	27	0	Single
T1	mm	Human	22132	22124	21991	0.999638532441713	0.166078859326501	0.49849257622124	110422	8	0.833921140673499	0.000361467558286644	7.24440822240333e-05	0.50150742377876	0.999638532441713	0.857653110744443	0.916779836557606	0.667924585264238	6.01905947870513	0.00043345532407862	13886.2280478378	0	7	0	Single
T1	equal	Human	78077	78054	77596	0.999705419009439	0.165315596498367	0.498528750401542	391785	23	0.834684403501633	0.0002945809905606	5.87022214962431e-05	0.501471249598458	0.999705419009439	0.858219260655612	0.917194911255536	0.667907430463746	6.04725410175872	0.000352924996950688	17134.6721088268	0	20	0	Single
T1	all	Influenza	100160	98451	2	0.998498970577795	3.31452890600659e-06	2.03142616273755e-05	603402	148	0.999996685471094	0.00150102942220509	0.000245215806478336	0.999979685738373	0.998498970577795	0.999786325699463	0.999247828024444	0.999238779611473	301249.136421262	0.00150103439742699	200694359.128378	1561	82	43	Double
T1	mm	Influenza	21962	21537	1	0.995976692563818	7.5232656991747e-06	4.64295663478503e-05	132920	87	0.999992476734301	0.00402330743618202	0.000654100911982076	0.999953570433652	0.995976692563818	0.999430586560549	0.997984584649059	0.997961169547287	132386.217952275	0.00402333770482057	32904575.1724138	338	43	31	Double
T1	equal	Influenza	78198	76914	1	0.999207534913933	2.12547530941607e-06	1.300136514334e-05	470482	61	0.999997874524691	0.000792465086066905	0.000129637461400977	0.999986998634857	0.999207534913933	0.999886749303143	0.999602704719312	0.999597114822276	470110.158648912	0.000792466770435459	593223812.262295	1223	39	12	Double
T1	all	Influenza	100160	98493	16	0.998924938386799	2.65162312480527e-05	0.000162421707661229	603388	106	0.999973483768752	0.00107506161320095	0.000175643834072915	0.999837578292339	0.998924938386799	0.999826211568896	0.999449211077776	0.999381049982751	37672.2064701468	0.00107509012053919	35040975.4033019	1561	82	0	Single
T1	mm	Influenza	21962	21567	2	0.997364039955605	1.50465313983494e-05	9.27256711020446e-05	132919	57	0.999984953468602	0.00263596004439512	0.000428648778726988	0.999907274328898	0.997364039955605	0.999618234171277	0.998674496712103	0.998634037922811	66285.3127774695	0.00263599970704747	25146176.0789474	338	43	0	Single
